,Seller ID,Seller Name,"City, State",Brands Offered,Product Categories,Average Rating,Number of Reviews,Total Sales,Average Order Value (₹),Response Time (hrs)
145,S435,Seller S435,"Delhi, NCR","['Manyavar', 'Kanchipuram Saris', 'Bajaj', 'Lava Mobiles']","['Home Decor', 'Kitchenware']",4.6,10.3,47.9,3237,20
146,S470,Seller S470,"Mumbai, Maharashtra",['Manyavar'],"['Accessories', 'Electronics']",4.2,0.3,4.5,1852,19
147,S390,Seller S390,"Mumbai, Maharashtra",['Usha'],"['Ethnic Wear', 'Kitchenware']",4.7,4.5,21.5,4090,15
148,S463,Seller S463,"Chennai, Tamil Nadu",['boAt'],"['Electronics', 'Clothing', 'Kitchenware']",5.0,4.3,21.2,1262,5
149,S810,Seller S810,"Srinagar, J&K","['Manyavar', 'Pigeon', 'Zebronics']","['Home Decor', 'Ethnic Wear', 'Appliances']",4.6,13.7,22.7,4691,17
150,S210,Seller S210,"Bengaluru, Karnataka","['Bajaj', 'Havells', 'Flipkart (in-house)', 'Usha', 'boAt', 'Mysore Silk Sarees']",['Clothing'],4.0,16.3,35.1,1212,14
151,S762,Seller S762,"Mumbai, Maharashtra","['Flipkart (in-house)', 'Usha', 'Prestige', 'Pigeon', 'Zebronics', 'Mysore Silk Sarees']",['Ethnic Wear'],4.1,1.5,33.0,1765,1
152,S239,Seller S239,"Srinagar, J&K","['Bajaj', 'Prestige', 'boAt', 'Lava Mobiles']","['Bakeware', 'Ethnic Wear', 'Appliances']",4.2,11.6,11.0,2358,16
153,S537,Seller S537,"Chennai, Tamil Nadu","['Usha', 'Prestige', 'Bajaj', 'Havells']","['Ethnic Wear', 'Bakeware', 'Home Decor', 'Handicrafts']",5.0,15.6,3.8,2240,17
154,S424,Seller S424,"Srinagar, J&K","['boAt', 'Zebronics']","['Clothing', 'Electronics', 'Kitchenware', 'Accessories']",5.0,9.8,7.6,1188,2
155,S433,Seller S433,"Srinagar, J&K","['Lava Mobiles', 'boAt', 'Pigeon', 'Havells', 'Prestige', 'Mysore Silk Sarees']","['Mobiles', 'Clothing', 'Ethnic Wear']",4.3,21.1,48.9,2050,7
156,S102,Seller S102,"Delhi, NCR","['boAt', 'Zebronics']","['Clothing', 'Appliances', 'Kitchenware', 'Handicrafts', 'Mobiles']",4.4,15.0,42.8,3008,6
157,S627,Seller S627,"Bengaluru, Karnataka","['Bajaj', 'Flipkart (in-house)', 'boAt']","['Handicrafts', 'Bakeware', 'Home Decor']",4.9,9.5,44.5,4025,1
158,S755,Seller S755,"Chennai, Tamil Nadu","['Manyavar', 'Kanchipuram Saris', 'Prestige', 'Havells', 'Pigeon']","['Mobiles', 'Accessories', 'Bakeware']",4.7,4.9,30.5,3027,20
159,S720,Seller S720,"Bengaluru, Karnataka",['boAt'],"['Appliances', 'Bakeware']",4.2,9.2,28.4,2560,24
160,S886,Seller S886,"Delhi, NCR","['Bajaj', 'Pigeon', 'Mysore Silk Sarees']","['Kitchenware', 'Home Decor', 'Mobiles', 'Electronics']",4.8,10.1,33.6,2574,9
161,S487,Seller S487,"Srinagar, J&K","['Zebronics', 'Manyavar']","['Handicrafts', 'Appliances']",4.1,21.6,46.8,2576,2
162,S876,Seller S876,"Mumbai, Maharashtra","['boAt', 'Flipkart (in-house)', 'Havells', 'Pigeon']","['Ethnic Wear', 'Accessories', 'Clothing', 'Bakeware']",4.2,2.8,34.8,4565,24
163,S550,Seller S550,"Srinagar, J&K","['Mysore Silk Sarees', 'Pigeon', 'boAt', 'Flipkart (in-house)', 'Usha']","['Appliances', 'Bakeware', 'Electronics']",4.4,16.7,44.4,1967,23
164,S556,Seller S556,"Mumbai, Maharashtra","['Flipkart (in-house)', 'Usha', 'Mysore Silk Sarees', 'Zebronics', 'Pigeon', 'boAt']","['Mobiles', 'Handicrafts', 'Accessories', 'Home Decor', 'Clothing']",5.0,0.5,35.0,3847,20
165,S787,Seller S787,"Bengaluru, Karnataka","['Flipkart (in-house)', 'Usha', 'Havells', 'Mysore Silk Sarees', 'Pigeon']","['Electronics', 'Bakeware', 'Home Decor', 'Kitchenware']",4.8,3.7,45.2,2191,8
166,S462,Seller S462,"Bengaluru, Karnataka","['Manyavar', 'Lava Mobiles']","['Home Decor', 'Ethnic Wear', 'Accessories', 'Appliances', 'Clothing']",4.8,14.6,21.4,2407,8
167,S801,Seller S801,"Chennai, Tamil Nadu","['Manyavar', 'Kanchipuram Saris', 'Bajaj', 'Flipkart (in-house)', 'Prestige']","['Accessories', 'Electronics', 'Clothing', 'Handicrafts']",4.9,17.4,10.7,2344,14
168,S377,Seller S377,"Chennai, Tamil Nadu","['Kanchipuram Saris', 'Flipkart (in-house)', 'Zebronics', 'Bajaj', 'Lava Mobiles', 'boAt']","['Home Decor', 'Mobiles']",4.7,5.5,11.0,1969,16
169,S502,Seller S502,"Srinagar, J&K","['Zebronics', 'Flipkart (in-house)']","['Electronics', 'Ethnic Wear', 'Home Decor', 'Clothing', 'Handicrafts']",4.6,24.6,23.6,4128,17
170,S673,Seller S673,"Chennai, Tamil Nadu","['Bajaj', 'Zebronics', 'Havells', 'Pigeon']","['Home Decor', 'Accessories', 'Bakeware', 'Clothing', 'Electronics']",4.0,13.6,28.5,3903,2
171,S571,Seller S571,"Mumbai, Maharashtra","['Lava Mobiles', 'Pigeon']","['Accessories', 'Ethnic Wear', 'Handicrafts', 'Electronics']",4.9,19.2,48.2,2898,22
172,S857,Seller S857,"Chennai, Tamil Nadu","['Pigeon', 'Lava Mobiles', 'Prestige', 'Flipkart (in-house)', 'Bajaj', 'Manyavar']","['Electronics', 'Kitchenware']",4.2,22.0,37.9,2204,3
173,S468,Seller S468,"Mumbai, Maharashtra","['boAt', 'Mysore Silk Sarees', 'Manyavar', 'Pigeon', 'Zebronics']",['Home Decor'],4.5,18.5,28.0,2252,9
174,S952,Seller S952,"Bengaluru, Karnataka","['Flipkart (in-house)', 'Manyavar', 'Prestige', 'Lava Mobiles']",['Accessories'],4.7,24.2,12.8,2879,19
175,S956,Seller S956,"Bengaluru, Karnataka",['Flipkart (in-house)'],"['Handicrafts', 'Kitchenware', 'Appliances']",4.8,6.6,23.3,1001,9
176,S655,Seller S655,"Bengaluru, Karnataka","['Flipkart (in-house)', 'Zebronics', 'Bajaj', 'Havells']","['Mobiles', 'Clothing']",4.5,21.6,22.6,4667,9
177,S182,Seller S182,"Bengaluru, Karnataka","['Lava Mobiles', 'Usha', 'Pigeon', 'Mysore Silk Sarees']","['Electronics', 'Mobiles', 'Bakeware']",4.9,5.5,34.3,4702,22
178,S452,Seller S452,"Delhi, NCR","['Prestige', 'Kanchipuram Saris', 'Flipkart (in-house)']",['Appliances'],4.0,7.1,45.9,3400,11
179,S156,Seller S156,"Bengaluru, Karnataka","['Kanchipuram Saris', 'Lava Mobiles', 'Flipkart (in-house)', 'Zebronics', 'Usha', 'boAt']","['Ethnic Wear', 'Accessories']",4.2,20.3,35.4,2883,13
180,S396,Seller S396,"Bengaluru, Karnataka","['Kanchipuram Saris', 'Usha', 'Havells', 'Flipkart (in-house)', 'Bajaj']","['Mobiles', 'Bakeware']",4.0,9.7,43.1,2459,12
181,S125,Seller S125,"Delhi, NCR","['Usha', 'boAt', 'Bajaj', 'Havells', 'Manyavar']","['Clothing', 'Electronics', 'Home Decor']",4.5,21.5,39.5,1195,5
182,S376,Seller S376,"Delhi, NCR","['Havells', 'Zebronics', 'Pigeon', 'Manyavar', 'Flipkart (in-house)', 'Lava Mobiles']",['Appliances'],4.9,10.3,27.1,3095,4
183,S114,Seller S114,"Chennai, Tamil Nadu","['Mysore Silk Sarees', 'boAt', 'Prestige', 'Bajaj', 'Zebronics', 'Pigeon']","['Handicrafts', 'Appliances']",4.3,15.0,32.8,1566,5
184,S607,Seller S607,"Chennai, Tamil Nadu",['boAt'],"['Clothing', 'Ethnic Wear', 'Mobiles', 'Accessories']",4.9,6.5,41.4,4801,15
185,S731,Seller S731,"Srinagar, J&K","['Zebronics', 'Kanchipuram Saris', 'Mysore Silk Sarees', 'boAt', 'Bajaj', 'Lava Mobiles']","['Ethnic Wear', 'Bakeware', 'Handicrafts', 'Mobiles']",4.5,2.3,47.6,4717,6
186,S327,Seller S327,"Srinagar, J&K","['boAt', 'Bajaj', 'Lava Mobiles']","['Kitchenware', 'Clothing']",4.6,14.0,5.0,3195,12
187,S135,Seller S135,"Srinagar, J&K","['Manyavar', 'Prestige', 'Zebronics']",['Home Decor'],4.4,21.2,10.1,3901,23
188,S605,Seller S605,"Bengaluru, Karnataka","['Manyavar', 'Prestige', 'Flipkart (in-house)', 'Zebronics', 'boAt', 'Usha']","['Electronics', 'Clothing', 'Handicrafts']",5.0,5.7,46.9,4345,6
189,S385,Seller S385,"Mumbai, Maharashtra","['Lava Mobiles', 'Usha', 'Manyavar', 'Zebronics', 'Prestige']","['Electronics', 'Kitchenware', 'Bakeware', 'Appliances']",4.5,22.7,48.2,4645,16
190,S453,Seller S453,"Delhi, NCR","['Kanchipuram Saris', 'Bajaj', 'Mysore Silk Sarees', 'Manyavar']",['Electronics'],4.3,7.6,39.6,3967,19
191,S816,Seller S816,"Delhi, NCR","['Manyavar', 'Flipkart (in-house)', 'Lava Mobiles', 'Mysore Silk Sarees', 'Kanchipuram Saris']","['Mobiles', 'Handicrafts']",4.8,22.8,33.1,3415,15
192,S181,Seller S181,"Chennai, Tamil Nadu","['Zebronics', 'Mysore Silk Sarees', 'Prestige']","['Kitchenware', 'Ethnic Wear', 'Appliances']",4.1,14.0,16.2,3564,15
193,S878,Seller S878,"Bengaluru, Karnataka","['Flipkart (in-house)', 'Pigeon']",['Ethnic Wear'],4.8,24.0,38.7,1393,11
194,S827,Seller S827,"Srinagar, J&K",['Bajaj'],['Ethnic Wear'],4.0,20.3,45.2,4655,1
195,S721,Seller S721,"Mumbai, Maharashtra","['boAt', 'Mysore Silk Sarees', 'Manyavar', 'Lava Mobiles', 'Usha']","['Accessories', 'Kitchenware']",4.4,3.7,9.1,2039,4
196,S287,Seller S287,"Delhi, NCR","['Manyavar', 'Lava Mobiles', 'Pigeon', 'Zebronics']","['Home Decor', 'Handicrafts', 'Mobiles', 'Kitchenware', 'Ethnic Wear']",4.5,14.4,26.2,3060,19
197,S318,Seller S318,"Srinagar, J&K",['Pigeon'],"['Appliances', 'Bakeware']",4.7,2.4,32.2,4409,13
198,S331,Seller S331,"Bengaluru, Karnataka","['Bajaj', 'Havells', 'Kanchipuram Saris', 'Pigeon', 'Flipkart (in-house)', 'Manyavar']","['Bakeware', 'Electronics', 'Handicrafts', 'Home Decor', 'Clothing']",4.5,0.6,13.1,2379,12
199,S747,Seller S747,"Mumbai, Maharashtra","['Kanchipuram Saris', 'Usha', 'boAt', 'Flipkart (in-house)', 'Manyavar', 'Mysore Silk Sarees']","['Bakeware', 'Appliances', 'Accessories', 'Ethnic Wear', 'Home Decor']",5.0,11.2,2.1,1908,9
200,S889,Seller S889,"Mumbai, Maharashtra","['Mysore Silk Sarees', 'Havells', 'Bajaj', 'Pigeon', 'Lava Mobiles', 'Prestige']","['Home Decor', 'Bakeware', 'Accessories', 'Electronics']",4.7,18.0,13.5,3235,9
201,S334,Seller S334,"Mumbai, Maharashtra",['Kanchipuram Saris'],"['Handicrafts', 'Accessories', 'Clothing']",4.2,23.5,37.9,1359,7
202,S724,Seller S724,"Delhi, NCR","['Bajaj', 'Havells']","['Kitchenware', 'Bakeware', 'Appliances', 'Handicrafts', 'Home Decor']",4.9,13.0,26.6,1298,23
203,S419,Seller S419,"Mumbai, Maharashtra","['Manyavar', 'boAt', 'Mysore Silk Sarees']",['Mobiles'],4.5,4.2,12.7,3006,10
204,S273,Seller S273,"Srinagar, J&K","['boAt', 'Kanchipuram Saris', 'Pigeon', 'Zebronics', 'Havells', 'Prestige']","['Ethnic Wear', 'Clothing', 'Home Decor', 'Electronics', 'Mobiles']",4.8,3.7,10.5,2584,22
205,S417,Seller S417,"Delhi, NCR","['Kanchipuram Saris', 'Pigeon', 'Manyavar']","['Handicrafts', 'Home Decor', 'Clothing', 'Kitchenware', 'Bakeware']",4.8,7.8,21.5,1408,3
206,S599,Seller S599,"Bengaluru, Karnataka","['Kanchipuram Saris', 'boAt', 'Manyavar', 'Lava Mobiles']","['Kitchenware', 'Home Decor']",4.4,5.6,25.3,2081,19
207,S745,Seller S745,"Bengaluru, Karnataka","['Havells', 'Mysore Silk Sarees', 'Bajaj', 'Manyavar']","['Bakeware', 'Mobiles', 'Kitchenware', 'Clothing']",4.4,16.1,26.2,2432,2
208,S645,Seller S645,"Bengaluru, Karnataka","['Prestige', 'Usha', 'boAt', 'Zebronics']","['Bakeware', 'Appliances', 'Electronics', 'Mobiles', 'Home Decor']",4.8,15.8,3.7,2732,3
209,S115,Seller S115,"Delhi, NCR","['Kanchipuram Saris', 'Zebronics', 'Usha', 'Prestige', 'Mysore Silk Sarees']","['Handicrafts', 'Clothing', 'Accessories', 'Appliances']",4.8,23.6,49.4,2792,5
210,S605,Seller S605,"Mumbai, Maharashtra","['Havells', 'Bajaj', 'Usha', 'Pigeon', 'Prestige']","['Bakeware', 'Mobiles']",4.8,24.5,43.4,2506,23
211,S800,Seller S800,"Mumbai, Maharashtra","['Flipkart (in-house)', 'Prestige']","['Clothing', 'Appliances', 'Home Decor', 'Accessories', 'Mobiles']",4.3,24.7,7.2,3469,22
212,S865,Seller S865,"Delhi, NCR","['Havells', 'Lava Mobiles', 'Prestige', 'Pigeon', 'Flipkart (in-house)']","['Mobiles', 'Bakeware']",4.2,11.4,36.1,4048,11
213,S814,Seller S814,"Srinagar, J&K","['Lava Mobiles', 'Mysore Silk Sarees', 'Flipkart (in-house)', 'Bajaj']","['Clothing', 'Electronics', 'Bakeware', 'Kitchenware']",4.9,18.8,48.1,4977,16
214,S982,Seller S982,"Chennai, Tamil Nadu",['Zebronics'],['Bakeware'],4.5,4.6,47.3,4646,14
215,S284,Seller S284,"Mumbai, Maharashtra","['Manyavar', 'Havells', 'Prestige', 'Lava Mobiles', 'boAt']","['Bakeware', 'Kitchenware']",4.2,14.7,12.3,3049,23
216,S798,Seller S798,"Srinagar, J&K","['Prestige', 'Bajaj']","['Kitchenware', 'Ethnic Wear']",4.8,17.4,32.9,3479,22
217,S544,Seller S544,"Chennai, Tamil Nadu","['Bajaj', 'Manyavar', 'Flipkart (in-house)', 'Usha', 'Kanchipuram Saris']","['Mobiles', 'Home Decor', 'Appliances', 'Clothing', 'Accessories']",4.6,12.2,2.8,4610,17
218,S989,Seller S989,"Bengaluru, Karnataka","['Lava Mobiles', 'boAt', 'Havells']",['Ethnic Wear'],4.1,18.1,39.6,1795,20
219,S707,Seller S707,"Bengaluru, Karnataka","['Mysore Silk Sarees', 'Zebronics', 'Usha', 'Pigeon', 'Havells']","['Mobiles', 'Handicrafts', 'Bakeware']",4.2,20.6,46.8,2331,9
220,S890,Seller S890,"Srinagar, J&K","['Flipkart (in-house)', 'Pigeon', 'Usha', 'Havells']","['Home Decor', 'Appliances']",4.7,1.8,25.9,1430,4
221,S525,Seller S525,"Mumbai, Maharashtra","['Pigeon', 'Manyavar', 'Flipkart (in-house)', 'Kanchipuram Saris', 'Mysore Silk Sarees']","['Accessories', 'Bakeware', 'Home Decor', 'Kitchenware', 'Appliances']",4.6,21.6,30.5,2461,9
222,S293,Seller S293,"Srinagar, J&K","['Flipkart (in-house)', 'Usha', 'Kanchipuram Saris']","['Ethnic Wear', 'Home Decor', 'Accessories', 'Clothing']",4.9,3.4,17.8,3218,5
223,S613,Seller S613,"Bengaluru, Karnataka",['Havells'],"['Accessories', 'Appliances', 'Bakeware', 'Home Decor']",5.0,2.5,48.5,2439,5
224,S629,Seller S629,"Delhi, NCR","['Pigeon', 'Zebronics']","['Bakeware', 'Mobiles']",4.2,14.1,13.3,2793,13
225,S692,Seller S692,"Chennai, Tamil Nadu","['Manyavar', 'boAt']","['Kitchenware', 'Bakeware', 'Appliances', 'Handicrafts', 'Clothing']",4.5,2.5,2.5,3012,23
226,S808,Seller S808,"Mumbai, Maharashtra","['Havells', 'Manyavar']","['Ethnic Wear', 'Clothing']",4.7,4.4,42.3,1745,5
227,S278,Seller S278,"Chennai, Tamil Nadu","['Havells', 'Zebronics', 'Flipkart (in-house)']","['Electronics', 'Bakeware', 'Appliances', 'Accessories', 'Handicrafts']",4.5,14.5,30.1,1510,10
228,S396,Seller S396,"Bengaluru, Karnataka","['boAt', 'Usha', 'Bajaj', 'Prestige', 'Flipkart (in-house)', 'Zebronics']","['Electronics', 'Handicrafts', 'Appliances']",4.2,22.1,23.0,4547,23
229,S777,Seller S777,"Mumbai, Maharashtra","['boAt', 'Manyavar']","['Accessories', 'Handicrafts', 'Bakeware']",4.1,1.3,36.7,2909,9
230,S734,Seller S734,"Mumbai, Maharashtra","['boAt', 'Bajaj', 'Flipkart (in-house)', 'Havells']","['Handicrafts', 'Bakeware']",4.7,3.8,40.6,2220,7
231,S697,Seller S697,"Chennai, Tamil Nadu","['Mysore Silk Sarees', 'Usha']","['Handicrafts', 'Accessories', 'Electronics']",4.6,14.6,39.6,2206,14
232,S594,Seller S594,"Mumbai, Maharashtra","['Havells', 'Flipkart (in-house)', 'Kanchipuram Saris', 'Prestige']",['Appliances'],4.7,21.0,2.6,2640,12
233,S325,Seller S325,"Bengaluru, Karnataka","['Manyavar', 'Havells', 'Bajaj']",['Clothing'],4.2,5.1,17.7,4439,21
234,S615,Seller S615,"Delhi, NCR","['boAt', 'Lava Mobiles', 'Bajaj', 'Mysore Silk Sarees']",['Bakeware'],4.7,24.1,19.3,2259,15
235,S305,Seller S305,"Srinagar, J&K","['Havells', 'Bajaj', 'Kanchipuram Saris', 'Zebronics', 'Manyavar', 'Mysore Silk Sarees']","['Handicrafts', 'Clothing', 'Home Decor', 'Accessories', 'Electronics']",5.0,18.3,5.3,4893,5
236,S212,Seller S212,"Srinagar, J&K","['Flipkart (in-house)', 'Kanchipuram Saris']",['Bakeware'],4.8,10.1,9.6,4314,16
237,S240,Seller S240,"Delhi, NCR","['Usha', 'Prestige', 'Zebronics', 'Bajaj', 'Havells']","['Bakeware', 'Kitchenware', 'Clothing']",4.1,15.0,44.1,2207,21
238,S952,Seller S952,"Mumbai, Maharashtra","['Prestige', 'Pigeon', 'Bajaj', 'boAt', 'Kanchipuram Saris']","['Handicrafts', 'Accessories', 'Ethnic Wear']",4.9,6.7,1.8,1175,19
239,S752,Seller S752,"Delhi, NCR","['Havells', 'Zebronics', 'Prestige', 'Flipkart (in-house)', 'Lava Mobiles', 'Bajaj']","['Accessories', 'Home Decor', 'Clothing']",4.7,24.1,25.8,3491,4
240,S159,Seller S159,"Srinagar, J&K","['Manyavar', 'Flipkart (in-house)']",['Appliances'],4.9,20.2,26.0,4704,2
241,S933,Seller S933,"Srinagar, J&K","['Prestige', 'Pigeon', 'Mysore Silk Sarees']","['Ethnic Wear', 'Mobiles', 'Electronics', 'Appliances', 'Handicrafts']",4.1,3.7,2.8,1133,12
242,S530,Seller S530,"Mumbai, Maharashtra","['Kanchipuram Saris', 'boAt', 'Pigeon', 'Manyavar', 'Mysore Silk Sarees']","['Accessories', 'Electronics', 'Ethnic Wear', 'Mobiles']",4.0,14.8,28.3,4571,1
243,S743,Seller S743,"Srinagar, J&K","['Manyavar', 'Havells', 'Kanchipuram Saris', 'boAt', 'Mysore Silk Sarees', 'Bajaj']","['Mobiles', 'Handicrafts', 'Electronics']",4.6,17.2,46.2,3170,23
244,S872,Seller S872,"Chennai, Tamil Nadu","['Usha', 'Bajaj', 'Prestige', 'Havells', 'Kanchipuram Saris', 'Lava Mobiles']","['Bakeware', 'Electronics']",4.4,10.6,17.1,3855,14
245,S477,Seller S477,"Delhi, NCR","['Bajaj', 'Lava Mobiles']","['Mobiles', 'Clothing']",4.3,5.3,17.8,1886,13
246,S494,Seller S494,"Delhi, NCR",['Manyavar'],"['Home Decor', 'Kitchenware', 'Handicrafts']",4.5,22.7,23.7,2134,24
247,S700,Seller S700,"Srinagar, J&K","['boAt', 'Prestige', 'Kanchipuram Saris', 'Zebronics']","['Home Decor', 'Appliances', 'Accessories', 'Ethnic Wear']",4.7,23.8,7.6,4581,16
248,S688,Seller S688,"Bengaluru, Karnataka","['Havells', 'Flipkart (in-house)', 'Manyavar', 'boAt', 'Kanchipuram Saris']",['Handicrafts'],4.0,19.3,40.2,1333,22
249,S598,Seller S598,"Srinagar, J&K","['Bajaj', 'Flipkart (in-house)', 'Kanchipuram Saris', 'Havells', 'Prestige', 'Manyavar']","['Kitchenware', 'Ethnic Wear', 'Handicrafts', 'Appliances']",4.1,10.1,11.9,1829,4
250,S718,Seller S718,"Bengaluru, Karnataka","['Bajaj', 'Flipkart (in-house)', 'Mysore Silk Sarees', 'Lava Mobiles']","['Accessories', 'Mobiles']",4.4,11.3,9.5,2877,8
251,S395,Seller S395,"Chennai, Tamil Nadu","['Kanchipuram Saris', 'Manyavar', 'Pigeon']","['Electronics', 'Handicrafts', 'Accessories', 'Clothing']",4.7,9.9,15.1,3982,17
252,S624,Seller S624,"Delhi, NCR","['boAt', 'Havells']","['Home Decor', 'Electronics', 'Handicrafts', 'Mobiles']",4.7,19.0,27.0,2785,17
253,S849,Seller S849,"Bengaluru, Karnataka","['Flipkart (in-house)', 'Mysore Silk Sarees', 'Lava Mobiles', 'Bajaj']","['Mobiles', 'Appliances']",4.9,23.8,1.2,3013,16
254,S746,Seller S746,"Chennai, Tamil Nadu","['boAt', 'Pigeon']","['Clothing', 'Home Decor']",4.6,20.5,25.6,4653,2
255,S345,Seller S345,"Srinagar, J&K","['Prestige', 'Lava Mobiles']",['Ethnic Wear'],4.9,18.2,6.6,2093,9
256,S252,Seller S252,"Delhi, NCR","['Lava Mobiles', 'Pigeon', 'Bajaj', 'Kanchipuram Saris', 'Manyavar', 'Mysore Silk Sarees']","['Clothing', 'Handicrafts']",4.8,4.5,32.5,2700,18
257,S121,Seller S121,"Chennai, Tamil Nadu",['Mysore Silk Sarees'],"['Appliances', 'Home Decor', 'Bakeware']",4.1,14.5,13.1,3427,8
258,S254,Seller S254,"Delhi, NCR","['boAt', 'Lava Mobiles', 'Manyavar', 'Mysore Silk Sarees']",['Kitchenware'],4.1,12.1,37.3,1833,13
259,S499,Seller S499,"Delhi, NCR","['Usha', 'Kanchipuram Saris', 'Lava Mobiles', 'Havells', 'Bajaj']",['Accessories'],4.8,15.4,30.4,3455,3
260,S492,Seller S492,"Delhi, NCR","['Lava Mobiles', 'Havells', 'boAt', 'Flipkart (in-house)']",['Accessories'],4.2,2.5,20.0,2815,19
261,S507,Seller S507,"Chennai, Tamil Nadu","['Pigeon', 'Bajaj']",['Appliances'],4.7,6.3,12.1,2675,1
262,S132,Seller S132,"Bengaluru, Karnataka","['Zebronics', 'Lava Mobiles', 'Manyavar', 'Prestige', 'Flipkart (in-house)']","['Accessories', 'Electronics', 'Kitchenware', 'Clothing']",4.9,20.8,23.7,2466,3
263,S601,Seller S601,"Delhi, NCR","['Prestige', 'Lava Mobiles']",['Handicrafts'],4.1,22.7,44.9,2240,18
264,S593,Seller S593,"Delhi, NCR","['Flipkart (in-house)', 'Usha', 'Lava Mobiles', 'Mysore Silk Sarees', 'boAt']","['Accessories', 'Bakeware']",4.6,10.4,21.8,2439,3
265,S704,Seller S704,"Mumbai, Maharashtra","['Flipkart (in-house)', 'boAt', 'Kanchipuram Saris']","['Bakeware', 'Clothing', 'Mobiles']",4.2,13.1,38.6,4861,12
266,S432,Seller S432,"Bengaluru, Karnataka","['boAt', 'Mysore Silk Sarees', 'Zebronics', 'Pigeon', 'Bajaj', 'Flipkart (in-house)']","['Mobiles', 'Accessories']",5.0,11.9,36.5,4910,13
267,S566,Seller S566,"Bengaluru, Karnataka","['boAt', 'Lava Mobiles', 'Flipkart (in-house)', 'Zebronics', 'Havells', 'Mysore Silk Sarees']",['Ethnic Wear'],4.1,18.6,46.5,4639,6
268,S543,Seller S543,"Srinagar, J&K","['Pigeon', 'Zebronics', 'boAt', 'Prestige']","['Appliances', 'Accessories']",4.5,20.6,14.2,1413,17
269,S823,Seller S823,"Delhi, NCR","['boAt', 'Bajaj']","['Kitchenware', 'Handicrafts', 'Accessories', 'Ethnic Wear']",4.7,17.8,4.9,3333,7
270,S153,Seller S153,"Chennai, Tamil Nadu","['Flipkart (in-house)', 'Lava Mobiles', 'Prestige', 'Usha']","['Kitchenware', 'Home Decor']",4.4,2.5,15.6,1655,18
271,S300,Seller S300,"Chennai, Tamil Nadu","['Pigeon', 'Mysore Silk Sarees', 'Kanchipuram Saris', 'Havells', 'Flipkart (in-house)', 'Prestige']","['Electronics', 'Handicrafts', 'Ethnic Wear']",4.2,21.5,42.1,2997,9
272,S244,Seller S244,"Chennai, Tamil Nadu","['Mysore Silk Sarees', 'Manyavar', 'Kanchipuram Saris', 'Lava Mobiles', 'Flipkart (in-house)']","['Electronics', 'Bakeware']",4.7,9.5,42.2,1686,23
273,S839,Seller S839,"Chennai, Tamil Nadu","['Zebronics', 'Usha', 'Kanchipuram Saris']",['Handicrafts'],4.0,23.4,28.4,2463,23
274,S786,Seller S786,"Chennai, Tamil Nadu","['Manyavar', 'Lava Mobiles']","['Handicrafts', 'Home Decor', 'Clothing']",4.1,18.1,8.2,1162,6
275,S294,Seller S294,"Mumbai, Maharashtra","['Usha', 'Kanchipuram Saris', 'Flipkart (in-house)', 'Prestige', 'Havells']","['Handicrafts', 'Accessories', 'Clothing', 'Mobiles', 'Kitchenware']",4.0,17.4,17.1,4582,16
276,S276,Seller S276,"Bengaluru, Karnataka","['Bajaj', 'Flipkart (in-house)']","['Mobiles', 'Kitchenware']",4.9,22.4,47.3,4658,21
277,S345,Seller S345,"Bengaluru, Karnataka","['Usha', 'Havells', 'Pigeon', 'boAt', 'Lava Mobiles']",['Kitchenware'],4.7,4.8,23.8,4993,14
278,S888,Seller S888,"Mumbai, Maharashtra","['Havells', 'Manyavar', 'boAt', 'Prestige', 'Zebronics', 'Usha']","['Accessories', 'Home Decor', 'Bakeware']",4.4,20.9,31.8,2732,12
279,S468,Seller S468,"Mumbai, Maharashtra","['Usha', 'Manyavar', 'Prestige', 'Mysore Silk Sarees', 'Bajaj', 'Lava Mobiles']","['Electronics', 'Accessories']",4.0,8.2,6.1,3349,17
280,S706,Seller S706,"Srinagar, J&K","['Havells', 'boAt', 'Manyavar']","['Handicrafts', 'Accessories', 'Home Decor', 'Kitchenware']",4.7,1.4,32.7,1656,5
281,S913,Seller S913,"Mumbai, Maharashtra",['Manyavar'],"['Appliances', 'Home Decor']",4.7,19.1,25.3,2304,5
282,S746,Seller S746,"Srinagar, J&K","['Havells', 'Mysore Silk Sarees', 'Prestige', 'boAt', 'Kanchipuram Saris', 'Lava Mobiles']",['Bakeware'],4.7,13.9,17.5,2885,12
283,S526,Seller S526,"Delhi, NCR","['Usha', 'Kanchipuram Saris', 'Manyavar']",['Clothing'],4.9,24.2,32.3,3774,17
284,S118,Seller S118,"Chennai, Tamil Nadu","['Pigeon', 'Prestige', 'Lava Mobiles', 'Manyavar', 'Bajaj', 'Usha']","['Kitchenware', 'Clothing', 'Accessories']",4.3,11.9,17.7,3181,9
285,S316,Seller S316,"Chennai, Tamil Nadu","['Mysore Silk Sarees', 'Bajaj']","['Home Decor', 'Ethnic Wear', 'Appliances', 'Kitchenware', 'Mobiles']",4.3,9.0,7.4,3914,18
286,S220,Seller S220,"Chennai, Tamil Nadu","['Pigeon', 'Flipkart (in-house)', 'Zebronics', 'Prestige', 'Manyavar']","['Electronics', 'Ethnic Wear', 'Handicrafts']",4.4,15.1,41.1,1520,9
